text length,abstract/ms,abstract/bytes,matrix/ms,matrix/bytes,tree/ms,tree/bytes,kmp/ms,kmp/bytes
456000,184.17,552,4.113,550432,162.838,79392,190.766,550432
457000,184.308,552,4.264,550432,161.73,79392,191.095,550432
458000,188.566,552,3.909,550432,165.296,79392,192.795,550432
459000,184.95,552,4.179,550432,160.531,79392,192.561,550432
460000,188.361,552,4.156,550432,167.175,79392,192.253,550432
461000,189.159,552,4.063,550432,165.025,79392,192.551,550432
462000,187.314,552,4.21,550432,165.21,79392,193.177,550432
463000,188.853,552,4.152,550432,167.269,79392,193.796,550432
464000,188.507,552,4.168,550432,164.168,79392,193.951,550432
465000,187.999,552,4.272,550432,161.4,79392,194.644,550432
466000,187.766,552,4.1,550432,164.04,79392,195.091,550432
467000,191.214,552,4.273,550432,164.117,79392,194.78,550432
468000,187.218,552,4.221,550432,164.382,79392,195.44,550432
469000,188.734,552,4.229,550432,164.017,79392,195.807,550432
470000,183.673,552,4.641,550432,162.698,79392,197.76,550432
471000,188.332,552,4.248,550432,165.879,79392,196.765,550432
472000,194.78,552,4.49,550432,171.419,79392,197.28,550432
473000,191.737,552,4.278,550432,164.471,79392,198.656,550432
474000,194.092,552,4.235,550432,168.284,79392,197.579,550432
475000,190.168,552,4.374,550432,164.458,79392,198.459,550432
476000,190.933,552,4.671,550432,170.856,79392,198.683,550432
477000,188.2,552,4.28,550432,166.003,79392,198.809,550432
478000,194.005,552,4.272,550432,169.515,79392,199.021,550432
479000,193.581,552,4.101,550432,167.46,79392,199.903,550432
480000,194.06,552,4.319,550432,168.308,79392,200.222,550432
481000,196.707,552,4.107,550432,169.091,79392,200.214,550432
482000,192.566,552,4.495,550432,169.264,79392,201.354,550432
483000,197.375,552,4.049,550432,171.536,79392,200.874,550432
484000,195.681,552,4.238,550432,171.925,79392,201.642,550432
485000,197.554,552,4.051,550432,171.917,79392,202.283,550432
486000,193.331,552,4.284,550432,171.107,79392,203.361,550432
487000,196.425,552,4.287,550432,172.652,79392,204.625,550432
488000,198.894,552,4.261,550432,173.076,79392,203.868,550432
489000,193.806,552,4.615,550432,171.573,79392,204.343,550432
490000,194.816,552,4.274,550432,171.44,79392,204.332,550432
491000,197.336,552,4.361,550432,170.316,79392,205.131,550432
492000,196.578,552,4.229,550432,174.96,79392,205.421,550432
493000,197.284,552,4.431,550432,174.075,79392,205.611,550432
494000,198.523,552,4.225,550432,175.983,79392,206.178,550432
495000,194.434,552,4.56,550432,171.068,79392,206.499,550432
496000,198.774,552,4.512,550432,173.141,79392,208.254,550432
497000,200.071,552,4.249,550432,173.024,79392,210.291,550432
498000,203.421,552,4.543,550432,178.369,79392,207.683,550432
499000,201.827,552,4.288,550432,176.332,79392,207.993,550432
500000,198.756,552,4.544,550432,173.06,79392,208.292,550432
501000,200.891,552,4.716,550432,171.048,79392,209.023,550432
502000,198.941,552,4.714,550432,173.981,79392,209.772,550432
503000,203.117,552,4.306,550432,177.402,79392,209.256,550432
504000,200.632,552,4.355,550432,179.175,79392,210.817,550432
505000,199.576,552,4.569,550432,172.309,79392,210.186,550432
506000,203.682,552,4.66,550432,174.934,79392,210.781,550432
507000,204.106,552,4.542,550432,185.317,79392,214.955,550432
508000,202.146,552,4.522,550432,176.576,79392,211.634,550432
509000,206.567,552,4.362,550432,176.712,79392,213.382,550432
510000,200.341,552,4.782,550432,176.456,79392,212.453,550432
511000,202.007,552,4.817,550432,174.071,79392,211.586,550432
512000,205.463,552,4.45,550432,178.137,79392,212.763,550432
513000,204.621,552,4.531,550432,175.402,79392,212.861,550432
514000,210.721,552,4.307,550432,183.485,79392,213.199,550432
515000,205.661,552,4.412,550432,177.191,79392,214.674,550432
516000,202.858,552,4.654,550432,177.38,79392,213.59,550432
517000,207.23,552,4.28,550432,182.668,79392,214.546,550432
518000,203.94,552,4.906,550432,183.641,79392,215.087,550432
519000,210.042,552,4.336,550432,183.796,79392,215.255,550432
520000,203.837,552,4.811,550432,179.001,79392,217.245,550432
521000,205.9,552,4.502,550432,180.397,79392,216.083,550432
522000,213.693,552,4.375,550432,186.049,79392,216.53,550432
523000,207.272,552,4.606,550432,181.491,79392,219.494,550432
524000,209.163,552,4.557,550432,183.297,79392,217.498,550432
525000,206.422,552,4.817,550432,179.473,79392,218.186,550432
526000,210.753,552,4.559,550432,182.712,79392,218.478,550432
527000,211.431,552,4.775,550432,180.893,79392,218.492,550432
528000,203.587,552,5.223,550432,179.018,79392,218.706,550432
529000,209.897,552,4.862,550432,179.794,79392,219.294,550432
530000,212.404,552,4.936,550432,184.286,79392,219.385,550432
531000,210.252,552,4.772,550432,180.72,79392,221.581,550432
532000,211.239,552,4.621,550432,186.773,79392,220.47,550432
533000,212.516,552,4.627,550432,185.868,79392,221.577,550432
534000,210.041,552,4.932,550432,182.894,79392,222.027,550432
535000,214.002,552,4.502,550432,182.816,79392,221.482,550432
536000,211.643,552,4.85,550432,185.991,79392,224.021,550432
537000,209.298,552,4.83,550432,180.345,79392,222.129,550432
538000,212.413,552,4.812,550432,182.745,79392,222.908,550432
539000,212.037,552,4.853,550432,184.604,79392,224.008,550432
540000,214.894,552,4.623,550432,186.233,79392,223.372,550432
541000,212.24,552,4.762,550432,185.884,79392,225.296,550432
542000,215.206,552,4.775,550432,188.019,79392,227.106,550432
543000,212.8,552,4.926,550432,185.494,79392,224.136,550432
544000,212.643,552,5.098,550432,182.168,79392,224.774,550432
545000,213.621,552,4.749,550432,184.449,79392,228.508,550432
546000,208.92,552,5.124,550432,184.98,79392,226.216,550432
547000,212.921,552,5.01,550432,182.946,79392,226.18,550432
548000,214.178,552,5.05,550432,185.114,79392,226.698,550432
549000,214.49,552,4.947,550432,186.19,79392,226.725,550432
550000,217.903,552,4.589,550432,190.838,79392,226.945,550432
551000,217.929,552,4.823,550432,187.321,79392,227.714,550432
552000,216.546,552,5.076,550432,188.453,79392,227.708,550432
553000,217.094,552,4.876,550432,190.037,79392,228.111,550432
554000,222.878,552,4.409,550432,195.281,79392,229.501,550432
555000,221.178,552,4.84,550432,185.582,79392,229.055,550432
556000,218.93,552,4.988,550432,191.002,79392,229.304,550432
557000,220.167,552,4.898,550432,191.633,79392,229.932,550432
558000,215.615,552,5.109,550432,187.762,79392,230.08,550432
559000,219.253,552,5.013,550432,187.123,79392,230.622,550432
560000,215.439,552,5.223,550432,186.559,79392,231.085,550432
561000,219.351,552,5.075,550432,186.544,79392,230.973,550432
562000,219.306,552,4.89,550432,194.573,79392,231.6,550432
563000,228.005,552,4.958,550432,191.386,79392,232.441,550432
564000,221.401,552,4.934,550432,192.325,79392,232.898,550432
565000,221.365,552,4.872,550432,190.547,79392,232.889,550432
566000,222.77,552,4.824,550432,193.023,79392,233.392,550432
567000,226.008,552,4.752,550432,193.852,79392,233.915,550432
568000,222.661,552,5.196,550432,196.113,79392,233.977,550432
569000,222.547,552,5.016,550432,191.051,79392,234.663,550432
570000,228.122,552,4.662,550432,196.94,79392,234.801,550432
571000,225.526,552,4.841,550432,194.54,79392,235.084,550432
572000,227.608,552,4.904,550432,196.396,79392,235.755,550432
573000,225.807,552,5.224,550432,191.513,79392,237.423,550432
574000,226.416,552,5.054,550432,195.117,79392,236.42,550432
575000,221.917,552,5.181,550432,193.639,79392,238.313,550432
576000,230.463,552,4.92,550432,200.433,79392,237.28,550432
577000,224.279,552,4.893,550432,198.241,79392,237.992,550432
578000,223.224,552,5.191,550432,195.458,79392,238.045,550432
579000,231.775,552,4.867,550432,197.443,79392,238.083,550432
580000,226.518,552,5.108,550432,197.861,79392,238.544,550432
581000,225.403,552,5.015,550432,194.844,79392,240.159,550432
582000,225.184,552,5.282,550432,194.615,79392,239.435,550432
583000,226.412,552,5.383,550432,193.435,79392,239.96,550432
584000,223.945,552,5.426,550432,193.647,79392,241.533,550432
585000,224.991,552,5.197,550432,193.134,79392,240.369,550432
586000,229.383,552,5.02,550432,198.101,79392,242.429,550432
587000,227.626,552,5.236,550432,197.902,79392,241.953,550432
588000,228.237,552,5.41,550432,199.238,79392,241.97,550432
589000,228.905,552,5.064,550432,197.463,79392,242.192,550432
590000,226.469,552,5.255,550432,200.913,79392,243.819,550432
591000,231.128,552,5.1,550432,197.207,79392,244.249,550432
592000,231.999,552,5.074,550432,200.343,79392,243.535,550432
593000,230.9,552,5.25,550432,200.023,79392,243.978,550432
594000,230.136,552,5.082,550432,201.663,79392,246.229,550432
595000,235.442,552,5.192,550432,199.585,79392,244.757,550432
596000,231.462,552,5.221,550432,202.787,79392,245.405,550432
597000,233.062,552,5.181,550432,199.586,79392,246.95,550432
598000,225.828,552,5.691,550432,195.959,79392,245.68,550432
599000,228.835,552,6.696,550432,196.652,79392,247.535,550432
600000,233.578,552,5.302,550432,201.541,79392,246.833,550432
601000,240.923,552,5.046,550432,204.578,79392,247.4,550432
602000,233.665,552,5.399,550432,198.29,79392,247.42,550432
603000,231.218,552,5.658,550432,199.627,79392,247.596,550432
604000,232.214,552,5.485,550432,203.065,79392,249.745,550432
605000,231.3,552,5.481,550432,201.179,79392,248.199,550432
606000,233.438,552,5.681,550432,199.923,79392,249.326,550432
607000,234.281,552,5.547,550432,210.245,79392,250.042,550432
608000,238.254,552,5.322,550432,208.447,79392,250.604,550432
609000,238.801,552,5.397,550432,204.402,79392,250.697,550432
610000,240.884,552,5.18,550432,210.608,79392,252.13,550432
611000,236.521,552,5.331,550432,202.699,79392,253.382,550432
612000,233.738,552,5.526,550432,204.547,79392,251.376,550432
613000,240.034,552,5.188,550432,206.945,79392,252.019,550432
614000,241.077,552,5.182,550432,209.455,79392,251.971,550432
615000,238.406,552,5.561,550432,203.863,79392,252.723,550432
616000,238.937,552,5.25,550432,207.312,79392,252.811,550432
617000,236.162,552,5.446,550432,202.357,79392,253.391,550432
618000,232.49,552,5.839,550432,204.56,79392,255.774,550432
619000,237.429,552,5.405,550432,204.981,79392,253.956,550432
620000,237.346,552,5.35,550432,206.723,79392,254.3,550432
621000,239.975,552,5.556,550432,208.052,79392,255.482,550432
622000,239.681,552,5.507,550432,207.901,79392,255.777,550432
623000,243.8,552,5.24,550432,209.922,79392,255.772,550432
624000,242.384,552,5.364,550432,212.801,79392,255.981,550432
625000,242.992,552,5.317,550432,214.144,79392,256.469,550432
626000,242.146,552,5.607,550432,207.268,79392,257.104,550432
627000,242.951,552,5.471,550432,208.12,79392,257.077,550432
628000,238.657,552,5.679,550432,206.471,79392,260.138,550432
629000,245.85,552,5.363,550432,209.481,79392,259.22,550432
630000,241.273,552,5.49,550432,211.943,79392,258.329,550432
631000,242.823,552,5.423,550432,210.477,79392,258.428,550432
632000,238.912,552,5.633,550432,210.317,79392,259.938,550432
633000,253.534,552,5.248,550432,209.436,79392,260.557,550432
634000,248.275,552,5.149,550432,213.349,79392,259.841,550432
635000,247.367,552,5.373,550432,213.309,79392,264.582,550432
636000,258.857,552,5.669,550432,215.142,79392,261.511,550432
637000,244.042,552,5.732,550432,215.538,79392,262.161,550432
638000,251.316,552,5.549,550432,215.508,79392,262.39,550432
639000,247.13,552,5.655,550432,210.222,79392,263.852,550432
640000,246.624,552,5.908,550432,212.864,79392,263.398,550432
641000,250.425,552,5.451,550432,215.383,79392,263.851,550432
642000,246.009,552,5.662,550432,213.747,79392,263.693,550432
643000,248.717,552,5.588,550432,213.259,79392,263.15,550432
644000,247.702,552,5.6,550432,215.62,79392,263.829,550432
645000,246.7,552,5.644,550432,214.57,79392,266.453,550432
646000,246.663,552,5.794,550432,213.212,79392,264.946,550432
647000,250.167,552,5.515,550432,212.291,79392,265.529,550432
648000,245.859,552,6.005,550432,213.56,79392,266.78,550432
649000,248.151,552,5.698,550432,212.159,79392,266.257,550432
650000,254.613,552,5.451,550432,219.337,79392,266.782,550432
651000,251.89,552,5.699,550432,218.982,79392,267.546,550432
652000,247.008,552,5.95,550432,217.639,79392,267.454,550432
653000,245.59,552,5.71,550432,214.153,79392,269.392,550432
654000,252.939,552,5.502,550432,218.985,79392,269.053,550432
655000,251.209,552,5.605,550432,216.575,79392,272.853,550432
656000,252.163,552,5.778,550432,217.958,79392,269.765,550432
657000,250.099,552,5.754,550432,215.624,79392,269.142,550432
658000,254.958,552,5.804,550432,219.961,79392,270.759,550432
659000,254.119,552,5.839,550432,217.568,79392,270.061,550432
660000,255.283,552,5.554,550432,222.523,79392,270.625,550432
661000,257.28,552,6.03,550432,218.714,79392,271.204,550432
662000,252.798,552,5.737,550432,221.141,79392,271.285,550432
663000,250.235,552,6.173,550432,215.233,79392,271.406,550432
664000,252.49,552,6.1,550432,218.018,79392,271.328,550432
665000,255.227,552,5.872,550432,219.264,79392,271.745,550432
666000,257.99,552,5.762,550432,221.867,79392,273.498,550432
667000,258.351,552,5.932,550432,216.623,79392,273.221,550432
668000,255.158,552,5.89,550432,221.693,79392,274.628,550432
669000,259.532,552,5.632,550432,221.281,79392,273.877,550432
670000,258.132,552,5.688,550432,224.404,79392,273.571,550432
671000,254.269,552,6.065,550432,216.839,79392,276.132,550432
672000,254.565,552,6.107,550432,219.591,79392,274.979,550432
673000,256.346,552,5.962,550432,219.308,79392,275.262,550432
674000,261.438,552,5.765,550432,226.647,79392,276.581,550432
675000,251.347,552,6.507,550432,213.491,79392,276.968,550432
676000,257.745,552,5.939,550432,223.204,79392,276.921,550432
677000,254.253,552,6.106,550432,222.054,79392,276.301,550432
678000,260.361,552,5.715,550432,226.522,79392,278.938,550432
679000,261.839,552,5.663,550432,228.475,79392,280.519,550432
680000,268.489,552,6.152,550432,230.711,79392,285.842,550432
681000,271.165,552,5.838,550432,233.459,79392,287.984,550432
682000,267.591,552,6.307,550432,233.22,79392,285.952,550432
683000,270.746,552,5.844,550432,232.454,79392,287.171,550432
684000,271.541,552,6.034,550432,236.782,79392,287.277,550432
685000,269.981,552,6.546,550432,228.999,79392,286.355,550432
686000,269.843,552,5.942,550432,230.61,79392,283.655,550432
687000,267.502,552,6.507,550432,227.622,79392,283.77,550432
688000,268.289,552,6.123,550432,232.158,79392,284.376,550432
689000,272.325,552,5.735,550432,236.547,79392,286.422,550432
690000,273.076,552,5.894,550432,237.503,79392,286.47,550432
691000,269.453,552,6.272,550432,228.719,79392,289.354,550432
692000,287.025,552,5.753,550432,240.261,79392,285.117,550432
693000,273.281,552,6.199,550432,234.683,79392,292.317,550432
694000,276.867,552,6.073,550432,238.668,79392,288.535,550432
695000,278.172,552,5.865,550432,239.324,79392,289.613,550432
696000,279.895,552,5.797,550432,241.959,79392,292.365,550432
697000,271.023,552,6.14,550432,232.892,79392,292.279,550432
698000,275.638,552,6.258,550432,236.502,79392,287.981,550432
699000,275.575,552,6.556,550432,236.813,79392,288.194,550432
700000,273.767,552,6.133,550432,237.402,79392,288.22,550432
701000,271.707,552,6.549,550432,226.792,79392,288.774,550432
702000,262.051,552,6.379,550432,225.153,79392,290.395,550432
703000,275.375,552,5.546,550432,236.592,79392,288.491,550432
704000,265.775,552,6.437,550432,229.615,79392,288.586,550432
705000,268.846,552,6.256,550432,226.844,79392,291.548,550432
706000,279.014,552,6.143,550432,239.586,79392,292.901,550432
707000,277.685,552,6.321,550432,234.414,79392,290.775,550432
708000,277.767,552,6.355,550432,238.799,79392,293.615,550432
709000,278.332,552,6.528,550432,237.289,79392,292.323,550432
710000,296.985,552,6.296,550432,238.464,79392,293.583,550432
711000,282.609,552,6.241,550432,240.644,79392,293.591,550432
712000,281.305,552,6.809,550432,239.163,79392,299.043,550432
713000,282.794,552,6.378,550432,241.197,79392,300.781,550432
714000,293.037,552,6.179,550432,244.995,79392,295.833,550432
715000,275.08,552,6.684,550432,233.169,79392,295.809,550432
716000,280.883,552,6.211,550432,243.083,79392,299.375,550432
717000,282.051,552,6.17,550432,239.814,79392,300.36,550432
718000,278.444,552,6.517,550432,241.238,79392,297.522,550432
719000,279.833,552,6.462,550432,238.433,79392,297.042,550432
720000,285.381,552,6.229,550432,248.723,79392,303.159,550432
721000,282.612,552,6.331,550432,241.937,79392,303.574,550432
722000,282.643,552,6.549,550432,242.044,79392,302.531,550432
723000,289.625,552,6.213,550432,244.927,79392,304.613,550432
724000,282.815,552,6.463,550432,242.498,79392,302.523,550432
725000,281.948,552,6.334,550432,241.19,79392,303.737,550432
726000,284.762,552,6.548,550432,244.43,79392,299.483,550432
727000,283.818,552,6.357,550432,243.848,79392,302.852,550432
728000,282.203,552,6.423,550432,242.25,79392,299.915,550432
729000,281.319,552,6.794,550432,241.631,79392,301.238,550432
730000,290.128,552,6.143,550432,251.51,79392,300.248,550432
731000,284.973,552,6.526,550432,246.829,79392,301.164,550432
732000,287.193,552,6.429,550432,249.045,79392,302.862,550432
733000,279.988,552,6.841,550432,238.725,79392,306.717,550432
734000,287.012,552,6.408,550432,247.569,79392,302.475,550432
735000,291.029,552,6.435,550432,243.729,79392,303.206,550432
736000,291.075,552,6.174,550432,251.065,79392,312.866,550432
737000,283.662,552,6.892,550432,240.695,79392,303.504,550432
738000,289.479,552,6.388,550432,248.315,79392,304.477,550432
739000,284.77,552,6.954,550432,242.478,79392,307.119,550432
740000,284.64,552,6.551,550432,246.193,79392,305.46,550432
741000,288.243,552,6.614,550432,246.544,79392,306.222,550432
742000,291.115,552,6.439,550432,250.361,79392,310.017,550432
743000,294.406,552,6.358,550432,250.021,79392,311.941,550432
744000,287.408,552,6.609,550432,241.896,79392,302.276,550432
745000,282.583,552,6.542,550432,239.534,79392,303.743,550432
746000,295.107,552,6.758,550432,245.124,79392,304.31,550432
747000,282.221,552,6.418,550432,240.983,79392,303.841,550432
748000,285.419,552,6.474,550432,245.321,79392,305.406,550432
749000,278.843,552,6.722,550432,235.962,79392,306.191,550432
750000,282.594,552,6.543,550432,243.27,79392,306.13,550432
751000,286.699,552,6.305,550432,246.94,79392,305.724,550432
752000,283.636,552,6.439,550432,247.465,79392,307.086,550432
753000,284.934,552,6.496,550432,241.625,79392,306.633,550432
754000,285.692,552,6.405,550432,246.544,79392,306.075,550432
755000,285.392,552,6.392,550432,245.388,79392,307.171,550432
756000,280.721,552,6.79,550432,242.4,79392,307.651,550432
757000,287.924,552,6.53,550432,243.913,79392,307.948,550432
758000,279.693,552,6.8,550432,242.159,79392,307.96,550432
759000,284.276,552,6.659,550432,241.007,79392,308.118,550432
760000,288.36,552,6.6,550432,248.437,79392,308.686,550432
761000,284.463,552,6.913,550432,242.598,79392,309.402,550432
762000,282.664,552,6.801,550432,245.401,79392,310.106,550432
763000,284.132,552,6.348,550432,243.531,79392,309.746,550432
764000,286.622,552,6.546,550432,248.612,79392,310.056,550432
765000,287.658,552,6.694,550432,238.998,79392,310.544,550432
766000,293.081,552,6.154,550432,250.345,79392,311.224,550432
767000,293.669,552,6.517,550432,250.054,79392,311.136,550432
768000,293.189,552,6.629,550432,252.671,79392,312.018,550432
769000,285.146,552,7.083,550432,242.441,79392,312.39,550432
770000,279.122,552,7.643,550432,238.338,79392,312.481,550432
771000,289.766,552,6.772,550432,247.291,79392,313.128,550432
772000,292.03,552,6.67,550432,250.835,79392,314.836,550432
773000,284.57,552,6.981,550432,240.14,79392,313.823,550432
774000,290.843,552,6.629,550432,251.363,79392,314.64,550432
775000,291.368,552,6.736,550432,249.73,79392,316.394,550432
776000,287.562,552,7.031,550432,246.256,79392,316.186,550432
777000,302.301,552,6.683,550432,251.508,79392,315.153,550432
778000,291.929,552,6.87,550432,253.643,79392,316.924,550432
779000,291.204,552,6.839,550432,249.258,79392,317.49,550432
780000,296.631,552,6.443,550432,257.018,79392,316.909,550432
781000,294.33,552,6.48,550432,248.552,79392,317.606,550432
782000,296.783,552,6.568,550432,255.179,79392,317.759,550432
783000,295.899,552,6.559,550432,251.38,79392,317.777,550432
784000,293.214,552,6.88,550432,253.124,79392,318.851,550432
785000,297.604,552,6.651,550432,251.246,79392,319.185,550432
786000,299.024,552,6.837,550432,254.257,79392,319.134,550432
787000,296.25,552,6.723,550432,251.041,79392,319.956,550432
788000,295.772,552,6.749,550432,254.587,79392,319.712,550432
789000,299.842,552,6.683,550432,252.762,79392,321.746,550432
790000,297.175,552,6.735,550432,256.033,79392,321.625,550432
791000,298.142,552,6.616,550432,252.847,79392,320.973,550432
792000,291.016,552,7.171,550432,250.259,79392,321.441,550432
793000,288.866,552,7.112,550432,243.947,79392,321.548,550432
794000,301.386,552,6.587,550432,260.258,79392,322.119,550432
795000,306.467,552,6.48,550432,254.972,79392,322.448,550432
796000,301.476,552,6.75,550432,257.292,79392,323.442,550432
797000,301.332,552,6.532,550432,255.162,79392,322.994,550432
798000,301.542,552,6.786,550432,255.847,79392,323.694,550432
799000,302.044,552,6.606,550432,256.408,79392,323.75,550432
800000,299.628,552,6.791,550432,254.659,79392,326.245,550432
801000,302.644,552,6.597,550432,256.471,79392,325.734,550432
802000,305.355,552,6.456,550432,264.222,79392,324.99,550432
803000,305.144,552,6.812,550432,260.775,79392,325.293,550432
804000,302.445,552,6.903,550432,261.71,79392,325.473,550432
805000,307.868,552,6.53,550432,261.388,79392,326.028,550432
806000,300.846,552,7.105,550432,254.909,79392,326.699,550432
807000,310.249,552,6.7,550432,263.989,79392,327.504,550432
808000,300.199,552,7.193,550432,256.574,79392,327.594,550432
809000,301.249,552,7.058,550432,256.279,79392,328.345,550432
810000,299.444,552,6.966,550432,258.212,79392,328.416,550432
811000,296.689,552,7.214,550432,252.781,79392,330.069,550432
812000,303.86,552,7.132,550432,257.24,79392,330.798,550432
813000,304.852,552,6.96,550432,261.336,79392,329.776,550432
814000,301.372,552,7.368,550432,260.527,79392,340.031,550432
815000,300.918,552,7.117,550432,256.801,79392,330.56,550432
816000,306.857,552,6.951,550432,261.884,79392,330.491,550432
817000,308.478,552,6.988,550432,258.984,79392,330.799,550432
818000,303.343,552,7.353,550432,259.17,79392,331.987,550432
819000,305.545,552,7.221,550432,258.271,79392,331.83,550432
820000,309.831,552,6.678,550432,268.826,79392,332.789,550432
821000,311.308,552,6.673,550432,262.412,79392,332.378,550432
822000,305.168,552,7.202,550432,266.458,79392,333.092,550432
823000,309.598,552,6.862,550432,265.947,79392,333.387,550432
824000,301.841,552,7.539,550432,256.535,79392,333.453,550432
825000,304.103,552,7.544,550432,257.811,79392,334.605,550432
826000,308.11,552,7.021,550432,266.141,79392,334.874,550432
827000,310.3,552,7.254,550432,261.204,79392,337.047,550432
828000,314.052,552,6.503,550432,274.873,79392,336.839,550432
829000,304.12,552,7.389,550432,258.138,79392,336.309,550432
830000,309.472,552,7.609,550432,267.177,79392,337.925,550432
831000,307.717,552,7.207,550432,263.445,79392,336.077,550432
832000,307.503,552,7.321,550432,261.157,79392,336.566,550432
833000,314.363,552,7.174,550432,263.376,79392,338.04,550432
834000,308.818,552,7.574,550432,263.008,79392,337.127,550432
835000,311.802,552,6.963,550432,267.386,79392,338.701,550432
836000,309.134,552,7.712,550432,262.114,79392,338.497,550432
837000,306.91,552,7.63,550432,262.499,79392,340.575,550432
838000,308.74,552,7.457,550432,266.761,79392,339.194,550432
839000,309.387,552,7.499,550432,265.006,79392,339.533,550432
840000,317.353,552,7.165,550432,273.632,79392,339.449,550432
841000,313.776,552,7.275,550432,269.594,79392,341.071,550432
842000,313.435,552,7.595,550432,267.245,79392,341.357,550432
843000,320.228,552,6.807,550432,271.323,79392,343.615,550432
844000,322.882,552,6.788,550432,274.691,79392,343.664,550432
845000,313.233,552,7.498,550432,264.271,79392,342.858,550432
846000,314.055,552,7.247,550432,271.869,79392,343.151,550432
847000,313.965,552,7.449,550432,266.214,79392,343.234,550432
848000,322.183,552,7.103,550432,274.552,79392,345.694,550432
849000,320.971,552,7.274,550432,268.918,79392,344.552,550432
850000,317.209,552,7.387,550432,273.504,79392,351.8,550432
851000,316.419,552,7.433,550432,266.574,79392,346.186,550432
852000,315.468,552,7.461,550432,270.216,79392,344.381,550432
853000,320.423,552,7.171,550432,272.078,79392,344.98,550432
854000,327.045,552,6.835,550432,279.692,79392,345.928,550432
855000,313.759,552,7.561,550432,265.514,79392,345.504,550432
856000,323.965,552,6.847,550432,280.811,79392,346.721,550432
857000,317.622,552,7.632,550432,269.469,79392,346.55,550432
858000,316.321,552,7.571,550432,272.33,79392,347.423,550432
859000,321.967,552,7.746,550432,270.466,79392,347.051,550432
860000,323.8,552,7.25,550432,277.103,79392,348.221,550432
861000,321.38,552,7.299,550432,272.236,79392,348.444,550432
862000,316.261,552,7.559,550432,270.957,79392,348.763,550432
863000,324.342,552,7.416,550432,274.016,79392,348.606,550432
864000,314.881,552,7.884,550432,269.978,79392,349.069,550432
865000,325.209,552,7.21,550432,275.841,79392,349.447,550432
866000,322.168,552,7.509,550432,277.602,79392,349.88,550432
867000,322.865,552,7.55,550432,272.467,79392,350.406,550432
868000,319.266,552,7.308,550432,277.425,79392,351.275,550432
869000,321.101,552,7.566,550432,270.659,79392,351.314,550432
870000,323.155,552,7.355,550432,278.477,79392,352.298,550432
871000,319.738,552,7.937,550432,271.837,79392,351.817,550432
872000,323.842,552,7.535,550432,278.897,79392,353.226,550432
873000,324.471,552,7.287,550432,273.919,79392,352.82,550432
874000,324.585,552,7.306,550432,278.098,79392,354.784,550432
875000,329.955,552,7.506,550432,277.467,79392,354.608,550432
876000,330.446,552,6.972,550432,284.612,79392,354.054,550432
877000,322.883,552,7.974,550432,268.612,79392,355.106,550432
878000,326.305,552,7.711,550432,277.122,79392,355.014,550432
879000,324.692,552,7.757,550432,273.863,79392,357.613,550432
880000,325.143,552,7.608,550432,276.668,79392,356.656,550432
881000,324.104,552,7.519,550432,278.9,79392,355.963,550432
882000,318.947,552,7.876,550432,274.527,79392,357.25,550432
883000,325.906,552,7.514,550432,278.746,79392,356.869,550432
884000,327.923,552,7.338,550432,282.811,79392,359.511,550432
885000,333.545,552,7.262,550432,286.51,79392,358.78,550432
886000,321.348,552,7.822,550432,279.68,79392,357.828,550432
887000,324.409,552,7.571,550432,286.661,79392,358.807,550432
888000,329.713,552,7.682,550432,281.697,79392,359.023,550432
889000,329.419,552,7.773,550432,278.451,79392,360.666,550432
890000,325.827,552,7.949,550432,276.998,79392,360.346,550432
891000,326.965,552,7.675,550432,277.434,79392,359.7,550432
892000,329.609,552,7.852,550432,283.067,79392,362.155,550432
893000,334.662,552,7.475,550432,284.679,79392,360.672,550432
894000,330.536,552,7.553,550432,284.728,79392,362.628,550432
895000,328.78,552,7.667,550432,280.748,79392,362.455,550432
896000,333.298,552,7.601,550432,287.008,79392,361.96,550432
897000,333.081,552,7.54,550432,286.047,79392,362.34,550432
898000,334.571,552,7.508,550432,286.9,79392,363.055,550432
899000,332.175,552,7.85,550432,283.476,79392,364.51,550432
900000,331.302,552,7.657,550432,285.813,79392,364.139,550432
901000,335.067,552,7.516,550432,285.625,79392,364.087,550432
902000,333.298,552,7.757,550432,289.399,79392,364.395,550432
903000,333.128,552,8.303,550432,282.808,79392,364.606,550432
904000,334.739,552,7.811,550432,288.454,79392,366.58,550432
905000,338.795,552,7.513,550432,283.799,79392,366.385,550432
906000,334.267,552,7.868,550432,287.438,79392,365.444,550432
907000,332.429,552,7.876,550432,280.738,79392,366.099,550432
908000,339.112,552,7.553,550432,290.787,79392,367.187,550432
909000,341.702,552,7.256,550432,287.954,79392,368.026,550432
910000,335.741,552,7.517,550432,289.645,79392,368.112,550432
911000,337.241,552,7.544,550432,285.369,79392,367.616,550432
912000,344.809,552,7.182,550432,297.886,79392,367.79,550432
913000,336.695,552,7.816,550432,283.574,79392,368.283,550432
914000,348.283,552,6.963,550432,300.98,79392,368.732,550432
915000,338.423,552,7.863,550432,289.242,79392,369.059,550432
916000,341.445,552,7.88,550432,290.953,79392,368.988,550432
917000,343.903,552,7.515,550432,288.581,79392,374.984,550432
918000,342.164,552,7.778,550432,294.831,79392,371.885,550432
919000,339.225,552,8.111,550432,292.325,79392,371.119,550432
