text length,abstract/ms,abstract/bytes,matrix/ms,matrix/bytes,tree/ms,tree/bytes,kmp/ms,kmp/bytes
920000,338.229,552,8.504,550432,288.436,79392,372.394,550432
921000,342.59,552,7.554,550432,289.012,79392,371.73,550432
922000,345.804,552,7.63,550432,296.2,79392,373.148,550432
923000,339.49,552,8.206,550432,287.231,79392,372.174,550432
924000,348.37,552,7.866,550432,296.751,79392,378.901,550432
925000,341.141,552,8.015,550432,288.757,79392,373.473,550432
926000,337.3,552,8.086,550432,288.457,79392,374.713,550432
927000,337.914,552,8.265,550432,283.679,79392,373.832,550432
928000,337.614,552,8.653,550432,287.282,79392,374.658,550432
929000,346.334,552,7.917,550432,287.808,79392,374.758,550432
930000,335.587,552,8.845,550432,285.224,79392,375.313,550432
931000,345.34,552,7.748,550432,290.292,79392,377.142,550432
932000,336.328,552,8.399,550432,287.539,79392,375.785,550432
933000,328.718,552,8.899,550432,278.01,79392,378.054,550432
934000,342.408,552,8.262,550432,292.219,79392,377.387,550432
935000,342.226,552,8.381,550432,292.12,79392,377.166,550432
936000,347.13,552,8.304,550432,297.447,79392,378.685,550432
937000,351.742,552,7.321,550432,296.94,79392,378.091,550432
938000,350.531,552,7.632,550432,301.259,79392,379.697,550432
939000,339.911,552,8.35,550432,289.194,79392,379.071,550432
940000,346.396,552,7.966,550432,295.325,79392,418.343,550432
941000,350.704,552,7.779,550432,295.611,79392,378.958,550432
942000,346.012,552,8.054,550432,297.92,79392,379.461,550432
943000,347.994,552,8.009,550432,295.192,79392,380.106,550432
944000,352.375,552,8.214,550432,298.549,79392,380.552,550432
945000,351.856,552,7.63,550432,296.529,79392,382.026,550432
946000,356.088,552,7.803,550432,306.507,79392,381.186,550432
947000,361.599,552,7.465,550432,302.97,79392,382.271,550432
948000,350.526,552,8.63,550432,296.678,79392,382.265,550432
949000,383.515,552,8.68,550432,342.553,79392,398.898,550432
950000,349.76,552,8.497,550432,301.471,79392,387.743,550432
951000,373.547,552,7.833,550432,304.391,79392,386.818,550432
952000,352.655,552,8.144,550432,299.37,79392,385.287,550432
953000,345.627,552,8.55,550432,291.403,79392,384.795,550432
954000,346.218,552,8.73,550432,293.476,79392,384.506,550432
955000,349.904,552,8.198,550432,292.943,79392,384.583,550432
956000,354.644,552,7.884,550432,303.685,79392,385.706,550432
957000,360.441,552,7.9,550432,302.807,79392,385.483,550432
958000,354.78,552,7.928,550432,304.751,79392,388.666,550432
959000,351.501,552,8.281,550432,298.083,79392,388.053,550432
960000,356.329,552,7.959,550432,302.343,79392,387.817,550432
961000,358.777,552,7.953,550432,302.154,79392,386.603,550432
962000,355.865,552,7.963,550432,307.847,79392,389.1,550432
963000,349.333,552,8.601,550432,293.903,79392,387.752,550432
964000,360.831,552,9.395,550432,313.952,79392,389.472,550432
965000,356.149,552,8.2,550432,302.171,79392,390.208,550432
966000,361.322,552,8.998,550432,308.551,79392,390.667,550432
967000,362.659,552,7.862,550432,306.69,79392,389.973,550432
968000,360.474,552,8.134,550432,305.2,79392,391.627,550432
969000,365.306,552,7.713,550432,306.363,79392,391.193,550432
970000,351.573,552,8.766,550432,298.788,79392,390.452,550432
971000,361.438,552,8.06,550432,300.677,79392,391.466,550432
972000,366.298,552,7.777,550432,310.818,79392,391.1,550432
973000,350.225,552,8.688,550432,295.857,79392,392.68,550432
974000,350.521,552,8.837,550432,296.741,79392,392.006,550432
975000,354.321,552,8.773,550432,298.414,79392,393.761,550432
976000,355.463,552,8.574,550432,303.964,79392,393.778,550432
977000,354.343,552,8.527,550432,301.36,79392,393.397,550432
978000,359.172,552,8.185,550432,311.917,79392,393.507,550432
979000,358.521,552,8.67,550432,301.232,79392,394.032,550432
980000,359.192,552,8.544,550432,305.361,79392,394.557,550432
981000,364.94,552,8.045,550432,307.5,79392,394.58,550432
982000,366.862,552,7.816,550432,315.873,79392,395.962,550432
983000,358.174,552,8.423,550432,301.097,79392,403.546,550432
984000,367.298,552,8.076,550432,314.156,79392,397.32,550432
985000,366.63,552,8.345,550432,309.648,79392,398.012,550432
986000,359.308,552,8.998,550432,303.604,79392,397.385,550432
987000,369.855,552,8.254,550432,308.84,79392,399.496,550432
988000,362.675,552,8.355,550432,307.081,79392,398.274,550432
989000,359.218,552,8.516,550432,301.796,79392,398.924,550432
990000,362.519,552,8.58,550432,307.067,79392,399.018,550432
991000,364.1,552,8.311,550432,308.276,79392,401.964,550432
992000,371.666,552,8.154,550432,319.243,79392,399.987,550432
993000,365.474,552,8.617,550432,307.941,79392,400.395,550432
994000,359.332,552,8.772,550432,305.977,79392,400.41,550432
995000,368.237,552,8.37,550432,311.839,79392,401.441,550432
996000,361.485,552,8.954,550432,305.485,79392,403.078,550432
997000,365.044,552,8.584,550432,308.697,79392,401.63,550432
998000,364.109,552,8.619,550432,314.908,79392,402.118,550432
999000,368.365,552,8.546,550432,308.959,79392,403.338,550432
1e+06,364.388,552,8.475,550432,312.661,79392,402.765,550432
